id ,date,t1_name,t2_name,t1_batAvg,t2_batAvg,t1_OBP,t2_OBP,t1_OPS,t2_OPS,t1_slug,t2_slug,t1_ERA,t2_ERA,t1_winner?
1956,"Monday, August 28, 2017",SFG,SDP,0.212,0.103,0.333,0.103,0.758,0.207,0.424,0.103,0.0,3.0,1
1957,"Monday, August 28, 2017",BOS,TOR,0.324,0.235,0.39,0.366,0.958,0.778,0.568,0.412,5.0,5.0,1
1958,"Monday, August 28, 2017",MIA,WSN,0.242,0.351,0.324,0.415,0.688,0.955,0.364,0.541,12.38,2.0,0
1959,"Tuesday, August 29, 2017",OAK,LAA,0.212,0.258,0.278,0.351,0.672,0.964,0.394,0.613,7.88,2.0,0
1960,"Tuesday, August 29, 2017",LAD,ARI,0.27,0.303,0.325,0.324,0.839,0.99,0.514,0.667,7.88,6.0,0
1961,"Tuesday, August 29, 2017",SEA,BAL,0.033,0.3,0.121,0.364,0.155,1.097,0.033,0.733,4.5,0.0,0
1962,"Tuesday, August 29, 2017",PIT,CHC,0.188,0.276,0.257,0.353,0.57,0.801,0.313,0.448,4.5,1.0,0
1963,"Tuesday, August 29, 2017",NYM,CIN,0.286,0.385,0.375,0.5,0.718,1.141,0.343,0.641,12.38,4.0,0
1964,"Tuesday, August 29, 2017",DET,COL,0.219,0.29,0.242,0.343,0.649,0.827,0.406,0.484,7.88,3.0,0
1965,"Tuesday, August 29, 2017",TEX,HOU,0.341,0.265,0.413,0.342,1.023,0.636,0.61,0.294,2.0,9.0,1
1966,"Tuesday, August 29, 2017",TBR,KCR,0.156,0.286,0.206,0.324,0.456,0.867,0.25,0.543,6.75,2.0,0
1967,"Tuesday, August 29, 2017",STL,MIL,0.275,0.25,0.408,0.27,0.808,0.604,0.4,0.333,2.0,7.0,1
1968,"Tuesday, August 29, 2017",CHW,MIN,0.286,0.276,0.35,0.371,0.75,0.889,0.4,0.517,6.75,4.0,0
1969,"Tuesday, August 29, 2017",SFG,SDP,0.229,0.303,0.289,0.361,0.661,0.876,0.371,0.515,6.75,2.0,0
1970,"Tuesday, August 29, 2017",BOS,TOR,0.265,0.129,0.286,0.129,0.697,0.29,0.412,0.161,0.0,2.0,1
1971,"Tuesday, August 29, 2017",MIA,WSN,0.235,0.375,0.308,0.474,0.631,1.005,0.324,0.531,9.0,2.0,0
1972,"Wednesday, August 30, 2017",OAK,LAA,0.297,0.324,0.366,0.425,0.879,1.19,0.514,0.765,11.25,8.0,0
1973,"Wednesday, August 30, 2017",LAD,ARI,0.182,0.324,0.325,0.378,0.598,0.996,0.273,0.618,6.75,4.0,0
1974,"Wednesday, August 30, 2017",SEA,BAL,0.278,0.353,0.316,0.395,0.76,1.13,0.444,0.735,9.0,7.0,0
1975,"Wednesday, August 30, 2017",PIT,CHC,0.182,0.444,0.229,0.468,0.532,1.268,0.303,0.8,18.0,3.0,0
1976,"Wednesday, August 30, 2017",NYM,CIN,0.161,0.107,0.212,0.219,0.47,0.397,0.258,0.179,0.0,2.0,1
1977,"Wednesday, August 30, 2017",DET,COL,0.306,0.182,0.39,0.229,0.89,0.532,0.5,0.303,2.0,6.0,1
1978,"Wednesday, August 30, 2017",TEX,HOU,0.297,0.129,0.395,0.125,0.882,0.286,0.486,0.161,1.0,8.0,1
1979,"Wednesday, August 30, 2017",TBR,KCR,0.242,0.161,0.257,0.235,0.772,0.493,0.515,0.258,3.0,5.0,1
1980,"Wednesday, August 30, 2017",STL,MIL,0.156,0.286,0.229,0.286,0.666,0.771,0.438,0.486,3.38,5.0,0
1981,"Wednesday, August 30, 2017",CHW,MIN,0.188,0.4,0.25,0.5,0.531,1.3,0.281,0.8,12.38,1.0,0
1982,"Wednesday, August 30, 2017",CLE,NYY,0.235,0.167,0.316,0.286,0.61,0.486,0.294,0.2,1.0,1.0,1
1983,"Wednesday, August 30, 2017",CLE,NYY,0.325,0.242,0.4,0.306,1.025,0.639,0.625,0.333,4.0,9.0,1
1984,"Wednesday, August 30, 2017",ATL,PHI,0.375,0.212,0.457,0.235,1.032,0.447,0.575,0.212,1.0,9.0,1
1985,"Wednesday, August 30, 2017",ATL,PHI,0.342,0.188,0.405,0.27,0.852,0.614,0.447,0.344,2.0,5.0,1
1986,"Wednesday, August 30, 2017",SFG,SDP,0.194,0.25,0.324,0.314,0.582,0.783,0.258,0.469,4.5,0.0,0
1987,"Wednesday, August 30, 2017",BOS,TOR,0.286,0.188,0.39,0.235,0.962,0.548,0.571,0.313,1.0,7.0,1
1988,"Wednesday, August 30, 2017",MIA,WSN,0.188,0.312,0.212,0.389,0.493,0.951,0.281,0.563,3.38,0.0,0
1989,"Thursday, August 31, 2017",LAD,ARI,0.156,0.312,0.229,0.389,0.447,1.014,0.219,0.625,9.0,1.0,0
1990,"Thursday, August 31, 2017",TOR,BAL,0.297,0.381,0.395,0.395,1.071,0.943,0.676,0.548,8.0,11.0,1
1991,"Thursday, August 31, 2017",ATL,CHC,0.194,0.314,0.286,0.4,0.608,0.886,0.323,0.486,5.62,1.0,0
1992,"Thursday, August 31, 2017",NYM,CIN,0.219,0.273,0.297,0.351,0.579,0.927,0.281,0.576,6.75,2.0,0
1993,"Thursday, August 31, 2017",TEX,HOU,0.133,0.3,0.257,0.364,0.457,0.764,0.2,0.4,5.62,0.0,0
1994,"Thursday, August 31, 2017",PHI,MIA,0.235,0.257,0.297,0.366,0.591,0.68,0.294,0.314,2.0,3.0,1
1995,"Thursday, August 31, 2017",WSN,MIL,0.226,0.382,0.273,0.421,0.628,0.95,0.355,0.529,6.75,3.0,0
1996,"Thursday, August 31, 2017",CHW,MIN,0.316,0.265,0.35,0.375,0.797,0.846,0.447,0.471,5.19,4.0,0
1997,"Thursday, August 31, 2017",BOS,NYY,0.129,0.389,0.341,0.463,0.47,1.075,0.129,0.611,6.75,2.0,0
1998,"Thursday, August 31, 2017",STL,SFG,0.263,0.219,0.333,0.257,0.728,0.632,0.395,0.375,2.0,4.0,1
1999,"Friday, September 1, 2017",TOR,BAL,0.156,0.2,0.208,0.25,0.431,0.472,0.222,0.222,0.75,0.0,0
2000,"Friday, September 1, 2017",TBR,CHW,0.176,0.219,0.2,0.265,0.465,0.546,0.265,0.281,0.0,3.0,1
